Major,"Date 
Contacted",Eggs,Milk,Fish,Shellfish,Peanuts,Tree Nuts,Sesame,Soy,Wheat/Gluten,Vegan,Vegetarian,Halal,Kosher,Other,Intial Concern,Hall (Living/Eating),Class Type,Notes,RCPD,Specialist,Dining Accommodation
,5/1/20,,,,,,,x,,,,,,,Sunflower Seeds,,Yakeley,Unknown,,,,
,5/1/20,,,,,,x,,,,,,,,,,Unknown,Unknown,,,,
,5/1/20,,,,x,,,,,,,,,,,,Phillips,Unknown,,,,
,5/1/20,,,,,x,x,,,,,,,,,,Yakeley,Unknown,,,,
,5/1/20,,,,,x,x,,,,,,,,,,Wilson,Unknown,,,,
,5/1/20,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,5/1/20,,,,,x,,,,,,,,,,,Wilson,Unknown,,,,
,5/1/20,,,,,,,,,,,x,,,,,Wilson,Unknown,,,,
,5/1/20,,,,,,,,,,,x,,,,,Holmes,Unknown,,,,
,9/8/20,,,,,,,,,,,,,,,Requesting nutritionals for UFC,Unknown,Unknown,,,,
,9/10/20,,,,,,,,,,,,,,,Son is picky eater,Wilson,Freshman,,,,
,9/12/20,x,,x,x,,x,x,,x,,,,,,Allergic Rxn @ Case,Off campus,Unknown,,,,
,9/15/20,,,,,,,,,,,,,,,,Unknown,Unknown,,X,,
,9/18/20,,,,,,,,,,,,,,,Quarantining,Holmes,Unknown,,,,
,9/22/20,,,,,,,,,,x,,,,,,Case,Unknown,,,,
,9/28/20,,,,,,,,,,,x,,,,Trouble finding vegetarian options @ Akers,Holmes,Unknown,,,,
,9/28/20,,,,,,,,,x,,,,,,Son considering JMC,Unknown,Prospective,,,,
,10/11/20,,,,x,x,,,,,,,,,,Allergic rxn at Akers,Akers,Unknown,,,,
,10/13/20,,,x,,x,,,x,,,,,,"Garlic, Vanilla, Bananas, Pecans, Walnuts, Avocado, Coffee Beans, Carrots, Broccoli, Salmon, Catfish, Tuna, Turkey, Lamb",,Case,Unknown,,,,
,10/19/20,,,,,,x,,,,,x,,,,,Off Campus,Unknown,,,,
,10/26/20,,,,,x,x,,,,,,,,,Allergic rxn in Isolation Housing,Holmes,Unknown,,,,
,11/1/20,x,x,x,x,,,,,,,,,,,Isolation Housing Referral,Holden,Unknown,,,,
Zoology,11/1/20,,,,,,,,,,,,,,,Wondering when Thrive will open back up,Unknown,Unknown,,,,
,11/7/20,,,,,,,,,,x,,,,No alcohol,,Holmes,Unknown,,,,
,11/9/20,,x,,,,,,,x,,,,,anemia,,Case,Freshman,,,,
,11/30/20,,,,,,,,,x,,,,,,,Unknown,Prospective,,,,
,12/2/20,,,,,,,,,,,,,,,Wants reduced meal plan d/t allergies,Unknown,Unknown,,,,
,12/21/20,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,,,,
,12/29/20,,x,,,,,,,,,,,,,Son considering transfer from other college,Unknown,Prospective,,,,
,12/28/20,,,,,,,,,,,,,,No refined sugar,,Unknown,Prospective,,,,
,1/11/21,,,,,,,,,,x,,,,,,Akers,Freshman,,,,
,1/12/21,,,x,x,x,x,,,,,,,,"Poultry, Oats",,Wonders,Incoming Freshman,,X,,
,1/13/21,,,,,,,,,x,,,,,,,Unknown,Freshman,,,,
,1/18/21,,,,,,,,,x,,,,,many others,,Unknown,Prospective,,,,
,1/19/21,,,,,,,,,,,,,,,MSUtrition Questions,Akers,Freshman,,,,
,1/19/21,,x,,,x,x,,,,,,,,Mast Cell: has many random reactions,,Unknown,Incoming Freshman,,X,,
,1/28/21,x,x,,,x,x,x,,,,,,,,,Unknown,Incoming Freshman,,,,
,1/29/21,,,,,,,,,,,,,,"Soy, Carbs & Dairy",Fat in diet,Unknown,Unknown,,,,
,2/9/21,,,,,x,x,,,,,,,,,,Unknown,Incoming Freshman,,X,,
,2/15/21,,,,,,,,,,,,,,,Nutrition Info,Unknown,Graduate,,,,
,2/15/21,,,,,,x,,,,,,,,,Allergic Rx of unknown source @ Akers,Unknown,Unknown,,,,
,2/22/21,x,x,,,x,x,x,,,,,,,,,Unknown,Prospective,,,,
,2/23/21,,,,,x,x,,,,,x,,,,Lack of vegetarian options & mismatched info online,Akers,Unknown,,,,
,3/2/21,,,,,,,,,x,,,,,"Avocado, Bananas",,Unknown,Transfer,,,,
,3/2/21,,,,,,,,,x,,,,,Celiac,,Holmes,Incoming Freshman,,,,
Prenursing,3/8/21,,,,,x,x,x,x,,,,,,Chickpea,,Wonders,Incoming Freshman,,,,
,3/14/21,,,,,x,x,,,,,,,,Coconut,,Unknown,Incoming Freshman,,,,
,3/19/21,,,,,,,,,x,,,,,Celiac Disease,,Unknown,Incoming Freshman,,,,
,3/22/21,,,,,,x,,,,,,,,,,Unknown,Prospective,,,,
,3/22/21,x,x,,,x,x,,,,,,,,,,Unknown,Prospective,,,,
,3/23/21,,,,,,,,,x,,,,,,Chicken Breast Nutritionals,Unknown,Unknown,,,,
,3/26/21,,,,,,x,,,,,,,,,,Holden,Incoming Student,,,,
,3/30/21,,,,,x,x,,,,,,,,Legumes; Soy Isolate (makes him sick),,Unknown,Incoming Student,,,,
,4/4/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,4/9/21,,,,,x,x,,,,,,,,,,Unknown,Prospective,,,,
,4/12/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,4/20/21,,x,,,,,,,x,,,,,Intolerances,,Case,Incoming Freshman,,,,
,4/23/21,,,x,,,,,,,,,,,Iodine,Hashimoto's - no fish or Iodine,Wonders,Conference,Summer exchange,,,
,4/26/21,,,,,,,,,x,,,,,Celiac Disease,,Unknown,Incoming Freshman,,,,
College of Business,4/27/21,,,,,,,,,,,,,,,Other dietary needs: reports needs to cook her own meals,Unknown,Unknown,,X,,
,4/30/21,,,,,,,,,,,,x,,,Requesting off campus meal plan,Unknown,Incoming Freshman,,,,
,5/3/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/11/21,,,,,x,x,,,,,,,,,,Holden,Conference,Summer,,,
,5/1/21,x,x,,,x,x,,,,,,,,,,Case,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,,,Pescetarian,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Case,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,Pescetarian,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,x,x,x,,,,,,Coconut,,Snyder,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Off Campus,Unknown,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,Red Meat,,Case,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,x,x,,,,,"Peas, Chickpeas",,Holmes,Incoming Freshman,,X,Ashley,Order ahead meals in East
,5/1/21,,,,,x,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,x,,,x,,x,x,x,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,,,,Coconut,,Bailey,Incoming Freshman,,,,
,5/19/21,,x,,,,,,,x,,,,,IBS,,Shaw,Conference,,,,
,5/1/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,,,Case,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,x,,,,x,x,,,,,,,Coconut,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,,,Fresh Tomatoes,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,x,,,,,"Peas, Legumes",,Bryan,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,x,,,x,x,x,x,,x,,,,,Coconut,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,,,"Beef, MSG",,Holmes,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,x,x,x,x,,,,,Pescatarian,,Unknown,Incoming Freshman,,,,
,5/1/21,x,x,x,x,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/25/21,,,,,,,,,x,,,,,"Red Meat, Fried Foods (limited)",Crohn's Disease; lack of choices in the dining hall,Holden,Conference,,,,
,5/1/21,,x,,,x,x,,x,x,,,,,,,Brody,Incoming Freshman,,,,
,5/1/21,x,x,,,,,,,x,,,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,x,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,x,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/26/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,x,,,,,Bailey,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,x,x,x,x,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,x,,,,Case,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Case,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,Pescatarian,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Case,Incoming Freshman,,,,
,5/1/21,,,,,x,,,,,,,,,Pescatarian,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Holden,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,,x,,,Van Hoosen,Unknown,,,,
,6/1/21,,,,,,,,,x,,,,,,,Unknown,Potential Student,,X,,
,5/1/21,x,x,x,x,,,,,,x,,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,x,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,6/3/21,,,,,x,x,x,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,McDonel,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,6/4/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,Pescatarain,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,x,,,,,,,,,,"Beef, Pork",,Unknown,Incoming Freshman,,,,
,6/6/21,,,,,,,,,x,,,,,Celiac,,Unknown,Prospective,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,McDonel,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,Pescatarian,,Wilson,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,x,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,x,x,x,x,,,,,x,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,,,,Strawberry,,McDonel,Incoming Freshman,,,,
James Madison,6/7/21,,,,,x,x,,,,,,,,,,Case,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,6/7/21,,x,x,x,x,x,x,,,,,,,"Beef, Green Pea, Lentil, Banana",,Snyder,Incoming Freshman,,X,,Order ahead meals in East
,5/1/21,,,,,,,,,,,,,,Beef,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,x,x,,,,,Bailey,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,x,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,x,x,,,x,x,,x,x,x,x,,,,,Holmes,Incoming Freshman,,,,
,5/1/21,,,,x,x,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,x,,,,,Lactose & Gluten Intolerance,,Case,Incoming Freshman,,,,
,5/1/21,,x,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,,,Pescatarian,,Unknown,Incoming Freshman,,,,
,5/1/21,,,x,x,,,,,,,x,,,,,Holmes,Incoming Freshman,,,,
,6/16/21,,,,,,,,,,,,,x,,Concerns about Kosher choices,Unknown,Incoming Freshman,,,,
,6/15/21,,,,,,,,,,,,,,Corn,RCPD referral ,Unknown,Unknown,,X,Caleb,
,6/16/21,,x,,,,,,,x,,,,,Greens (had gall bladder removed); beef,Concerned about options in South,Wonders,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Gilchrist,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Akers,Incoming Freshman,,,,
,6/16/21,,,,,,,,,,,x,,,,Want to know about Veg options at Gallery,Unknown,Unknown,,,,
,5/1/21,,,,,,,,,,,,,,No Pork,,Yakeley,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Rather,Incoming Freshman,,,,
Criminal Justice,5/1/21,,x,,,,,,,,,,,,,,Holden,Incoming Freshman,,,,
,5/1/21,,,,,,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,x,,,,,,,,,,Holden,Incoming Freshman,,,,
Preveterinary ,5/1/21,,,,,,,,,,,x,,,,,Yakeley,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,Gluten Intolerance,,Case,Incoming Freshman,,,,
,6/22/21,,x,,,x,x,x,,,,,,,"All Seeds, EoE, can have med with dairy (trigger)",,Unknown,Prospective,,,,
,6/22/21,,,,,,,,,,,,,,ED (binge/purge),Requesting MP exemption,Bailey,Incoming Sophomore,,X,,
,5/1/21,,,,,x,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,6/23/21,,,,,,,,,x,,,,,,,Unknown,Unknown,,X,,
,5/1/21,,,,,,x,,,,,,,,,,Rather,Incoming Freshman,,,,
,6/23/21,,,,,x,x,,,,,,,,,,South,Incoming Freshman,,,,
,5/1/21,,,,,,x,,,x,,,,,,,Shaw,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Abbot,Incoming Freshman,,,,
,6/28/21,,,,,,,,,,,,,,"Type 1 Diabetes, GI issues",Wants out of meal plan,Unknown,Junior,,X,,
,5/1/21,,,,,x,,,,,,,,,Chickpeas,,Bailey,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,x,,,,,,,,,,,,,,Allergic Rxn @ Landon 4/26/22,Yakeley,Incoming Freshman,,,,
,5/1/21,,,,x,,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,6/28/21,,,,,,,,,,,,,,Type 1 Diabetes,,Unknown,Incoming Freshman,,,,
,6/28/21,,,,,x,x,,,,,,,,,,McDonel,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,,,Rather,Incoming Freshman,,,,
,7/2/21,,,,,,,,,,,,,,,,Unknown,Unknown,,X,,
,7/6/21,,,,,x,x,,,,,,,,,,Unknown,Unknown,,X,,
,5/1/21,x,x,,,,,,,x,,,,,"Only eats chicken, avoid dairy; oats",,Holmes,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Unknown,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,,,,Pescatarian,,Campbell,Incoming Freshman,,,,
,5/1/21,,,,,,,,,x,,,,,"Beef, Sugar, Corn",,Akers,Incoming Freshman,,,,
,5/1/21,,,,,,,,,,,x,,,,,Wilson,Incoming Freshman,,,,
,7/8/21,x,,,,x,x,x,,,,,,,,,Unknown,Prospective,,,,
Business,7/9/21,,,,x,,,,,,,,,,,,McDonel,Incoming Freshman,,,,
,7/12/21,,,,,x,x,,,,,,,,,,Armstrong,Incoming Freshman,,,,
,7/13/21,,x,,,,,,,x,,,,,,,Unknown,Prospective Student,,,,
,7/14/21,,,,,,,,,,x,,,,,,Owen,Graduate,,,,
,7/14/21,,,,x,,,,,,,,,,,,Case,Incoming Freshman,,,,
,5/1/21,x,x,x,,,,,,,x,x,,,Orthodox Christian Fasting Rules,,Off campus,Unknown,,,,
,7/16/21,x,x,x,x,x,x,,,,,,,,"Chicken, Poultry(Turkey), Beans (exepct string beans), strawberries, olives",,Wilson,Incoming Freshman,,X,,
,7/21/21,,,,,,,,,x,,,,,Celiac Disease,,Unknown,Incoming Freshman,,,,
,7/22/21,,,,,,,,,,,,,,Unknown dietary needs & preferences,Wants out of meal plan,Unknown,Unknown,,X,,
,7/23/21,,,,,,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,7/26/21,,,,,,,,,,,,,,Crohn's,,Unknown,Unknown,,,,
,7/27/21,,,,,x,,,,,,,,,,,Unknown,Incoming Freshman,,,,
,7/30/21,,,,,,,,,,,,,,Berries (anaphylaxis),Wants meal plan change,Akers,Incoming Freshman,,X,,
,8/2/21,,x,,,,,,,x,,,,,Lactose & Gluten Intolerance; Wheat allergy,,Wonders,Incoming Freshman,,,,
,8/2/21,,x,,,,x,x,,,,,,,"Poppyseeds, Cucumbers, Pecans, Walnuts, melon (seasonal), banana (seasonal)",,Unknown,Incoming Freshman,,,,
,8/2/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,,,
,8/3/21,,,,,,,,,,,,,,,,Unknown,Unknown,,X,,
,5/1/21,,,,,,,,,,,x,,,,,Holden,Incoming Freshman,,,,
,8/5/21,x,x,,,,,,,x,,,,,Meat (unspecified),,Landon,Incoming Freshman,,,,
,8/6/21,,,,,,,,,x,,x,,,,,Unknown,Unknown,,,,
,8/9/21,,,,,x,x,,,,,,,,,,Unknown,Incoming Freshman,,,,
,8/9/21,,,,,,,,,x,,,,,Celiac,,Yakeley,Incoming Freshman,,,,
,5/1/21,,,,,x,x,,,,,,,,Chicken,,Off Campus,Unknown,,,,
,8/11/21,,,,,,,,,,,,,,Garlic (parent allergy),Parent dining with student at move-in,Unknown,Community,Parent,,,
,8/11/21,,,,,,,,,x,,,,,,,Unknown,Incoming Freshman,,X,,
,8/12/21,,,,,,,,,,,,,,,Wants to know if avocados are available,Unknown,Unknown,,,,
,8/12/21,,,,,,,,,,,,x,,,,Owen,Unknown,,,,
,8/12/21,,,,,,,,,,,,,,"High Fructose Corn Syrup, Artificial Dyes",,Bryan,Unknown,,,,
,8/16/21,x,x,,,x,x,x,,x,,,,,Oats,,Owen,Incoming Freshman,RA,X,,Special meals @ Thrive
,8/16/21,,,,,,,,,,,,,,Restrictive Preferences,,Mason,Unknown,,X,,
,8/17/21,,,,,,,,,,,,,,Polyethylene Glycol,,Unknown,Unknown,,,,
,8/17/21,,x,,,,,,,x,,,,,Rice,,Armstrong,Incoming Freshman,,,,
,8/18/21,,x,,,,,,,x,,,,,,,Owen,Transfer,,,,
,5/1/21,,,,,,,,,x,,,,,,,Wonders,Unknown,,,,
,8/18/21,,,,,x,x,,,,,,,,,,Case,Unknown,,,,
,8/18/21,x,,,x,x,x,,x,,,,,,,,Wilson,Unknown,,,,
,8/18/21,,,,,,,,,,,,x,,,,Unknown,Unknown,,,,
,8/18/21,,,,,,,,,,,,,,Hyperlipidemia,,Snyder,Unknown,,,,
,8/24/21,,,,,,,,,,,,,,Low Sodium Diet,,Unknown,Community,,,,
,8/25/21,,,,,,,,,,,,,,,,Unknown,Unknown,,X,,
,8/26/21,x,,,,,,,,,,,,,Corn flour,,Unknown,Incoming Freshman,,,,
,8/26/21,,,,,,,,,,,,,,Low FODMAP,,Unknown,Unknown,,,,
,8/27/21,,,,,,,,,,,,,,Acid Reflux,,Landon,Unknown,,,,
,8/27/21,,,,,,,,,,,,,,Pescatarian,,Unknown,Unknown,,,,
,8/29/21,,,,,,,,,,,,,,,Parent complaint on Facebook about Thrive open on the weekends,Owen,Unknown,,,,
,8/28/21,,,,,,,,,x,,,,,,,Phillips,Unknown,,,,
,5/1/21,,,,,,,,,,,x,,,,,Holden,Unknown,,,,
,8/30/21,,,,,,,,,,,,,x,,,Unknown,Unknown,,,,
,8/28/21,,,,,,,,,,,,x,,,,Unknown,Unknown,,,,
,8/30/21,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,8/30/21,,,,,,,,,,x,,,,,,Holmes,Unknown,,,,
,8/30/21,,,,,,,,,,,,,,Eating Disorder,,Case,Unknown,,,,
,8/30/21,,,,,,,,,x,,,,,,,Case,Unknown,,,,
,8/31/21,,x,,,,,,,,,,,,Lactose Intolerance; fatigue,Wants take-out at Thrive,Unknown,Unknown,,,,
,8/31/21,x,x,,,,,,,x,,,,,Eosiniphilic Gastritis; functional abd pain + vomiting,,Unknown,Unknown,,X,,
,9/1/21,,,,,,,,,,,,,,,Left VM 9/1/21,Unknown,Unknown,,,,
,9/1/21,x,x,,,x,x,,,,,x,,,,,Shaw,Unknown,,,,
,9/1/21,,,,,,,,,,,,,,Garlic,,Shaw,Unknown,,X,,
,9/1/21,,,,,,,,,,,,,,,Question about calories,Unknown,Unknown,,,,
,9/2/21,x,x,,x,,,,x,,,,,,,All sensitivities,Unknown,Unknown,,,,
,9/3/21,,x,,,,,,,,,,,,,,Unknown,Unknown,,,,
,9/3/21,,,,,,,,,,x,,,,,,Akers,Unknown,,,,
,9/3/21,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,9/3/21,x,,,,,,,,,,,,,,,Holmes,Unknown,,,,
,9/4/21,,,,,,,,,,,,x,,,,Unknown,Unknown,,,,
,9/6/21,,,x,x,x,x,,,,,,,,Cheese (not milk) & chocolate,Q&I - confirmed with student allergic to cheese NOT milk,Unknown,Unknown,,,,
,9/5/21,,,,,x,x,,,,,,,,,12 y/o brother visiting - questions about eating on campus,Unknown,Unknown,,,,
,9/7/21,,x,,,,,,,x,,,,,Psoriasis,,Unknown,Freshman,,,,
,9/7/21,,,,,,,,,,,,,,unspecified food allergies,Ingredients & Nutrition @ Hubbard Sparty's,Akers,Unknown,,,,
,9/8/21,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,9/13/21,,,,,,,,,,,,,,daughter has EE,,Unknown,Unknown,,,,
,9/14/21,x,,,,,,,,,,,,,"Tropical Fruit, melon, raw vegetables, artifical flavorings",,Unknown,Unknown,,,,
,9/14/21,,,,,,,,,,,,,,,Requesting Nutritionals,Unknown,Unknown,,,,
,9/15/21,,,,,,,,,,,,,,Crohn's Disease,,Snyder,Sophomore,,X,,
,9/10/21,,,,,,,,,,,,x,,,,Unknown,Unknown,,,,
,9/15/21,,,,,,,,,,,,,,Building muscle mass,,Unknown,Unknown,,,,
,9/20/21,,,,,,,,,,,,,,Soft diet- fractured jaw,,Bailey,Unknown,,,,
,9/20/21,,,,,,,,,,,x,,,Preservatives,Wants to cancel meal plan,Unknown,Unknown,,,,
,9/22/21,,,,,,,,,,,,,,,Wants 21 combo exchanges per week d/t medical disability,Unknown,Freshman,,X,Ashley,
,9/22/21,,,,,,,,,x,,,,,,,Yakeley,Unknown,,,,
,9/23/21,,x,,,,,,,,,,,,,Healthy eating in the dining hall,Unknown,Unknown,,,,
,9/23/21,,,,,,,,,,,,,,,Requesting Rice Milk @ Thrive,Owen,Unknown,,,,
,9/24/21,,,,,,,,,x,,,,,,,Case,Freshman,,X,Ashley,Order ahead meals in South
,9/28/21,,,,,,,,,x,,,,,,,Unknown,Unknown,,,,
,9/29/21,,,,,,,,,x,,,,,,troubles finding options,Holmes,Unknown,,,,
,9/29/21,,x,,,,,,x,x,,,,,Lactose intolerant; avoids chicken,,Hubbard,Unknown,,,,
,9/29/21,,,,,,,,,,,,x,,,,Unknown,Unknown,,,,
,9/29/21,,,,,,,,,,,,,,Pescatarian,,McDonel,Freshman,,,,
,10/3/21,,x,,,,,,,x,,,,,,Looking for healthy options @ Akers,Akers,Unknown,,,,Order ahead meals @ Akers
,10/4/21,,,,,,,,,,,,,,c/o stomach pain after eating in the dining halls,Requesting meal plan refund,Unknown,Freshman,,X,,
,10/4/21,,,,,,,,,,,x,,,,,Akers,Unknown,,,,
,10/4/21,x,,,,,,,,,,,,,"IBS- avoids fried, breaded and greasy foods; low fiber",,Unknown,Freshman,,,,
,10/8/21,,,,,,,,,,,,,,,Sparty's nutritionals,Unknown,Unknown,,,,
,10/11/21,,,,,,,,,,x,,,,,No choices @ Landon- parents want MP refund,Landon,Sophomore,,,,
,10/12/21,,x,,,,,,,,,,,,,Wants MP refund for daughter,Holden,Unknown,,,,
,10/14/21,,,,,,,,,,,,,,"""meat/chicken"" esp not pork",,Unknown,Unknown,,,,
